ID,Latitude,Longitude,poi,lat,long,distance
2273283,40.66773,-73.96144,Brooklyn Bridge,40.70632546,-73.9969871,
2273835,40.80477,-73.9512,Brooklyn Bridge,40.70632546,-73.9969871,
2276044,40.688,-73.97745,Brooklyn Bridge,40.70632546,-73.9969871,
2276597,40.77103,-73.89461,Brooklyn Bridge,40.70632546,-73.9969871,
2278254,40.71353,-73.96216,Brooklyn Bridge,40.70632546,-73.9969871,
2283224,40.71928,-73.98993,Brooklyn Bridge,40.70632546,-73.9969871,
2287090,40.6831,-73.94434,Brooklyn Bridge,40.70632546,-73.9969871,
2288195,40.82101,-73.94582,Brooklyn Bridge,40.70632546,-73.9969871,
2289852,40.68312,-73.94082,Brooklyn Bridge,40.70632546,-73.9969871,
2290957,40.68034,-73.97321,Brooklyn Bridge,40.70632546,-73.9969871,
2292613,40.74119,-74.00234,Brooklyn Bridge,40.70632546,-73.9969871,
2294823,40.78892,-73.97435,Brooklyn Bridge,40.70632546,-73.9969871,
2297584,40.74057,-73.99771,Brooklyn Bridge,40.70632546,-73.9969871,
2298136,40.67173,-73.98968,Brooklyn Bridge,40.70632546,-73.9969871,
2298689,40.71666,-73.94552,Brooklyn Bridge,40.70632546,-73.9969871,
2302555,40.79208,-73.96482,Brooklyn Bridge,40.70632546,-73.9969871,
2303107,40.73032,-73.98469,Brooklyn Bridge,40.70632546,-73.9969871,
2306421,40.68247,-73.97837,Brooklyn Bridge,40.70632546,-73.9969871,
2307526,40.7252,-73.98261,Brooklyn Bridge,40.70632546,-73.9969871,
2310287,40.68675,-73.97713,Brooklyn Bridge,40.70632546,-73.9969871,
2312496,40.63381,-73.9714,Brooklyn Bridge,40.70632546,-73.9969871,
2313049,40.71813,-73.95981,Brooklyn Bridge,40.70632546,-73.9969871,
2313601,40.7948,-73.94835,Brooklyn Bridge,40.70632546,-73.9969871,
2314153,40.73804,-74.00416,Brooklyn Bridge,40.70632546,-73.9969871,
2314705,40.79025,-73.9488,Brooklyn Bridge,40.70632546,-73.9969871,
2316362,40.69814,-73.92996,Brooklyn Bridge,40.70632546,-73.9969871,
2318572,40.69776,-73.90939,Brooklyn Bridge,40.70632546,-73.9969871,
2320228,40.7302,-74.00165,Brooklyn Bridge,40.70632546,-73.9969871,
2322990,40.71374,-73.94642,Brooklyn Bridge,40.70632546,-73.9969871,
2324095,40.64298,-73.89035,Brooklyn Bridge,40.70632546,-73.9969871,
2324647,40.8506,-73.94023,Brooklyn Bridge,40.70632546,-73.9969871,
2325751,40.8004,-73.95645,Brooklyn Bridge,40.70632546,-73.9969871,
2327961,40.76636,-73.9855,Brooklyn Bridge,40.70632546,-73.9969871,
2329065,40.67839,-73.96623,Brooklyn Bridge,40.70632546,-73.9969871,
2330722,40.77938,-73.98721,Brooklyn Bridge,40.70632546,-73.9969871,
2334588,40.71976,-74.00571,Brooklyn Bridge,40.70632546,-73.9969871,
2335693,40.57519,-73.95468,Brooklyn Bridge,40.70632546,-73.9969871,
2336245,40.76703,-73.95413,Brooklyn Bridge,40.70632546,-73.9969871,
2340111,40.67463,-73.91811,Brooklyn Bridge,40.70632546,-73.9969871,
2342320,40.72499,-73.98127,Brooklyn Bridge,40.70632546,-73.9969871,
2342873,40.72434,-73.97715,Brooklyn Bridge,40.70632546,-73.9969871,
2345082,40.85121,-73.93734,Brooklyn Bridge,40.70632546,-73.9969871,
2345634,40.78806,-73.97969,Brooklyn Bridge,40.70632546,-73.9969871,
2346187,40.76247,-73.99294,Brooklyn Bridge,40.70632546,-73.9969871,
2347291,40.59204,-73.78665,Brooklyn Bridge,40.70632546,-73.9969871,
2347843,40.67394,-73.95951,Brooklyn Bridge,40.70632546,-73.9969871,
2348396,40.71317,-73.94851,Brooklyn Bridge,40.70632546,-73.9969871,
2348948,40.71024,-73.9517,Brooklyn Bridge,40.70632546,-73.9969871,
2350605,40.79293,-73.94048,Brooklyn Bridge,40.70632546,-73.9969871,
2352262,40.70382,-73.73955,Brooklyn Bridge,40.70632546,-73.9969871,
2352814,40.71908,-74.00546,Brooklyn Bridge,40.70632546,-73.9969871,
2355023,40.69652,-73.93548,Brooklyn Bridge,40.70632546,-73.9969871,
2358889,40.71038,-73.96299,Brooklyn Bridge,40.70632546,-73.9969871,
2360546,40.68185,-73.94108,Brooklyn Bridge,40.70632546,-73.9969871,
2362203,40.69107,-73.91995,Brooklyn Bridge,40.70632546,-73.9969871,
2365517,40.67321,-73.96574,Brooklyn Bridge,40.70632546,-73.9969871,
2366069,40.68065,-73.95154,Brooklyn Bridge,40.70632546,-73.9969871,
2369383,40.76398,-73.9589,Brooklyn Bridge,40.70632546,-73.9969871,
2370488,40.80707,-73.94884,Brooklyn Bridge,40.70632546,-73.9969871,
2371040,40.74119,-73.99168,Brooklyn Bridge,40.70632546,-73.9969871,
2374906,40.68445,-73.93785,Brooklyn Bridge,40.70632546,-73.9969871,
2376011,40.68201,-73.95012,Brooklyn Bridge,40.70632546,-73.9969871,
2377668,40.70518,-73.89133,Brooklyn Bridge,40.70632546,-73.9969871,
2378220,40.7084,-73.92642,Brooklyn Bridge,40.70632546,-73.9969871,
2378772,40.69585,-73.9446,Brooklyn Bridge,40.70632546,-73.9969871,
2379325,40.6824,-73.95039,Brooklyn Bridge,40.70632546,-73.9969871,
2380429,40.70971,-73.95621,Brooklyn Bridge,40.70632546,-73.9969871,
2382086,40.66886,-73.95412,Brooklyn Bridge,40.70632546,-73.9969871,
2384295,40.70735,-74.00971,Brooklyn Bridge,40.70632546,-73.9969871,
2387057,40.7191,-73.98866,Brooklyn Bridge,40.70632546,-73.9969871,
2388161,40.66812,-73.99022,Brooklyn Bridge,40.70632546,-73.9969871,
2388714,40.71634,-73.99031,Brooklyn Bridge,40.70632546,-73.9969871,
2389818,40.68322,-73.95085,Brooklyn Bridge,40.70632546,-73.9969871,
2390923,40.7433,-73.99832,Brooklyn Bridge,40.70632546,-73.9969871,
2392027,40.79475,-73.976,Brooklyn Bridge,40.70632546,-73.9969871,
2395894,40.84346,-73.94471,Brooklyn Bridge,40.70632546,-73.9969871,
2396446,40.73384,-74.00462,Brooklyn Bridge,40.70632546,-73.9969871,
2396998,40.80777,-73.96703,Brooklyn Bridge,40.70632546,-73.9969871,
2398103,40.70706,-73.95071,Brooklyn Bridge,40.70632546,-73.9969871,
2399760,40.72098,-73.99869,Brooklyn Bridge,40.70632546,-73.9969871,
2401969,40.80274,-73.96459,Brooklyn Bridge,40.70632546,-73.9969871,
2405835,40.72353,-73.99059,Brooklyn Bridge,40.70632546,-73.9969871,
2407492,40.68325,-73.94975,Brooklyn Bridge,40.70632546,-73.9969871,
2408596,40.65393,-73.95845,Brooklyn Bridge,40.70632546,-73.9969871,
2410253,40.72188,-73.9816,Brooklyn Bridge,40.70632546,-73.9969871,
2413567,40.67915,-73.97125,Brooklyn Bridge,40.70632546,-73.9969871,
2415776,40.66701,-73.98703,Brooklyn Bridge,40.70632546,-73.9969871,
2416881,40.65335,-73.96257,Brooklyn Bridge,40.70632546,-73.9969871,
2417433,40.71925,-73.99123,Brooklyn Bridge,40.70632546,-73.9969871,
2418538,40.71276,-73.95022,Brooklyn Bridge,40.70632546,-73.9969871,
2419090,40.70392,-73.93635,Brooklyn Bridge,40.70632546,-73.9969871,
2420195,40.69811,-73.95557,Brooklyn Bridge,40.70632546,-73.9969871,
2421852,40.6838,-73.99849,Brooklyn Bridge,40.70632546,-73.9969871,
2422956,40.71657,-73.9597,Brooklyn Bridge,40.70632546,-73.9969871,
2423509,40.68243,-73.95167,Brooklyn Bridge,40.70632546,-73.9969871,
2424061,40.74913,-73.99575,Brooklyn Bridge,40.70632546,-73.9969871,
2429584,40.71652,-73.94309,Brooklyn Bridge,40.70632546,-73.9969871,
2430136,40.69774,-73.97076,Brooklyn Bridge,40.70632546,-73.9969871,
2431793,40.71101,-73.95164,Brooklyn Bridge,40.70632546,-73.9969871,
2433450,40.67421,-73.9504,Brooklyn Bridge,40.70632546,-73.9969871,
2435659,40.68208,-73.93115,Brooklyn Bridge,40.70632546,-73.9969871,
2440078,40.6842,-73.9177,Brooklyn Bridge,40.70632546,-73.9969871,
2442287,40.67274,-73.97339,Brooklyn Bridge,40.70632546,-73.9969871,
2445048,40.72122,-73.99395,Brooklyn Bridge,40.70632546,-73.9969871,
2446153,40.69074,-73.96619,Brooklyn Bridge,40.70632546,-73.9969871,
2447257,40.76175,-73.95012,Brooklyn Bridge,40.70632546,-73.9969871,
2447810,40.73268,-74.00314,Brooklyn Bridge,40.70632546,-73.9969871,
2449467,40.7041,-73.92418,Brooklyn Bridge,40.70632546,-73.9969871,
2450571,40.72383,-73.9829,Brooklyn Bridge,40.70632546,-73.9969871,
2452228,40.68732,-73.93004,Brooklyn Bridge,40.70632546,-73.9969871,
2453885,40.68298,-73.99171,Brooklyn Bridge,40.70632546,-73.9969871,
2454990,40.72456,-73.94343,Brooklyn Bridge,40.70632546,-73.9969871,
2456094,40.8469,-73.94522,Brooklyn Bridge,40.70632546,-73.9969871,
2461065,40.80684,-73.96404,Brooklyn Bridge,40.70632546,-73.9969871,
2463274,40.74342,-73.92635,Brooklyn Bridge,40.70632546,-73.9969871,
2464379,40.63947,-74.01888,Brooklyn Bridge,40.70632546,-73.9969871,
2465483,40.82036,-73.95589,Brooklyn Bridge,40.70632546,-73.9969871,
2469902,40.72347,-74.00488,Brooklyn Bridge,40.70632546,-73.9969871,
2471006,40.8392,-73.94216,Brooklyn Bridge,40.70632546,-73.9969871,
2474320,40.74036,-74.00138,Brooklyn Bridge,40.70632546,-73.9969871,
2475425,40.64674,-74.01043,Brooklyn Bridge,40.70632546,-73.9969871,
2477082,40.72418,-73.98283,Brooklyn Bridge,40.70632546,-73.9969871,
2478186,40.76781,-73.92684,Brooklyn Bridge,40.70632546,-73.9969871,
2479291,40.63899,-73.95177,Brooklyn Bridge,40.70632546,-73.9969871,
2481500,40.71362,-73.93561,Brooklyn Bridge,40.70632546,-73.9969871,
2482052,40.768,-73.98695,Brooklyn Bridge,40.70632546,-73.9969871,
2485918,40.82407,-73.94434,Brooklyn Bridge,40.70632546,-73.9969871,
2487023,40.81623,-73.94907,Brooklyn Bridge,40.70632546,-73.9969871,
2491994,40.72193,-73.99379,Brooklyn Bridge,40.70632546,-73.9969871,
2494755,40.8057,-73.95826,Brooklyn Bridge,40.70632546,-73.9969871,
2501935,40.69045,-73.77467,Brooklyn Bridge,40.70632546,-73.9969871,
2507458,40.74632,-73.94799,Brooklyn Bridge,40.70632546,-73.9969871,
2508010,40.68872,-73.77373,Brooklyn Bridge,40.70632546,-73.9969871,
2510220,40.72247,-73.97947,Brooklyn Bridge,40.70632546,-73.9969871,
2513533,40.7245,-73.99419,Brooklyn Bridge,40.70632546,-73.9969871,
2514638,40.75029,-73.99556,Brooklyn Bridge,40.70632546,-73.9969871,
2517400,40.71862,-73.99154,Brooklyn Bridge,40.70632546,-73.9969871,
2517952,40.68505,-73.8718,Brooklyn Bridge,40.70632546,-73.9969871,
2518504,40.6862,-73.97184,Brooklyn Bridge,40.70632546,-73.9969871,
2520713,40.67838,-73.95549,Brooklyn Bridge,40.70632546,-73.9969871,
2522370,40.6747,-73.97947,Brooklyn Bridge,40.70632546,-73.9969871,
2522923,40.72822,-74.00429,Brooklyn Bridge,40.70632546,-73.9969871,
2524579,40.71471,-73.94045,Brooklyn Bridge,40.70632546,-73.9969871,
2527341,40.80108,-73.94346,Brooklyn Bridge,40.70632546,-73.9969871,
2528446,40.7057,-73.93836,Brooklyn Bridge,40.70632546,-73.9969871,
2530655,40.66021,-73.96107,Brooklyn Bridge,40.70632546,-73.9969871,
2531759,40.68639,-73.9624,Brooklyn Bridge,40.70632546,-73.9969871,
2533969,40.69336,-73.94678,Brooklyn Bridge,40.70632546,-73.9969871,
2538387,40.72686,-73.94177,Brooklyn Bridge,40.70632546,-73.9969871,
2540044,40.85652,-73.92975,Brooklyn Bridge,40.70632546,-73.9969871,
2543910,40.63863,-73.95729,Brooklyn Bridge,40.70632546,-73.9969871,
2545015,40.68249,-73.97139,Brooklyn Bridge,40.70632546,-73.9969871,
2546671,40.6839,-73.95042,Brooklyn Bridge,40.70632546,-73.9969871,
2549433,40.72317,-73.9929,Brooklyn Bridge,40.70632546,-73.9969871,
2551090,40.68864,-73.9213,Brooklyn Bridge,40.70632546,-73.9969871,
2552194,40.78981,-73.97518,Brooklyn Bridge,40.70632546,-73.9969871,
2552747,40.7133,-73.94602,Brooklyn Bridge,40.70632546,-73.9969871,
2554404,40.78024,-73.97942,Brooklyn Bridge,40.70632546,-73.9969871,
2554956,40.64361,-73.96821,Brooklyn Bridge,40.70632546,-73.9969871,
2555508,40.72915,-73.98565,Brooklyn Bridge,40.70632546,-73.9969871,
2556613,40.72853,-73.98619,Brooklyn Bridge,40.70632546,-73.9969871,
2557165,40.78808,-73.9754,Brooklyn Bridge,40.70632546,-73.9969871,
2558270,40.80355,-73.95227,Brooklyn Bridge,40.70632546,-73.9969871,
2558822,40.72887,-73.95163,Brooklyn Bridge,40.70632546,-73.9969871,
2560479,40.72545,-73.99492,Brooklyn Bridge,40.70632546,-73.9969871,
2563240,40.73732,-73.90168,Brooklyn Bridge,40.70632546,-73.9969871,
2563793,40.74033,-73.89921,Brooklyn Bridge,40.70632546,-73.9969871,
2564345,40.64919,-73.96143,Brooklyn Bridge,40.70632546,-73.9969871,
2568211,40.73158,-73.99254,Brooklyn Bridge,40.70632546,-73.9969871,
2574286,40.72079,-73.95641,Brooklyn Bridge,40.70632546,-73.9969871,
2574839,40.70188,-73.92275,Brooklyn Bridge,40.70632546,-73.9969871,
2575391,40.76476,-73.99011,Brooklyn Bridge,40.70632546,-73.9969871,
2575943,40.7257,-73.94181,Brooklyn Bridge,40.70632546,-73.9969871,
2577048,40.67477,-73.97404,Brooklyn Bridge,40.70632546,-73.9969871,
2579257,40.81606,-73.94363,Brooklyn Bridge,40.70632546,-73.9969871,
2580914,40.70863,-73.95543,Brooklyn Bridge,40.70632546,-73.9969871,
2583123,40.70537,-73.92975,Brooklyn Bridge,40.70632546,-73.9969871,
2584780,40.72391,-73.99879,Brooklyn Bridge,40.70632546,-73.9969871,
2585885,40.7086,-73.94715,Brooklyn Bridge,40.70632546,-73.9969871,
2586437,40.81307,-73.93854,Brooklyn Bridge,40.70632546,-73.9969871,
2586989,40.6848,-73.92505,Brooklyn Bridge,40.70632546,-73.9969871,
2590303,40.68019,-73.93042,Brooklyn Bridge,40.70632546,-73.9969871,
2590855,40.67179,-73.97248,Brooklyn Bridge,40.70632546,-73.9969871,
2596931,40.68005,-73.93911,Brooklyn Bridge,40.70632546,-73.9969871,
2603558,40.68978,-73.93751,Brooklyn Bridge,40.70632546,-73.9969871,
2608529,40.79221,-73.97476,Brooklyn Bridge,40.70632546,-73.9969871,
2611291,40.71346,-73.93883,Brooklyn Bridge,40.70632546,-73.9969871,
2615709,40.59684,-73.79449,Brooklyn Bridge,40.70632546,-73.9969871,
2616261,40.76394,-73.92022,Brooklyn Bridge,40.70632546,-73.9969871,
2620127,40.88296,-73.86264,Brooklyn Bridge,40.70632546,-73.9969871,
2620680,40.66907,-73.88493,Brooklyn Bridge,40.70632546,-73.9969871,
2621232,40.72668,-73.95555,Brooklyn Bridge,40.70632546,-73.9969871,
2625650,40.74072,-74.00438,Brooklyn Bridge,40.70632546,-73.9969871,
2629516,40.64928,-73.97538,Brooklyn Bridge,40.70632546,-73.9969871,
2632278,40.73487,-73.95789,Brooklyn Bridge,40.70632546,-73.9969871,
2634487,40.70306,-73.92526,Brooklyn Bridge,40.70632546,-73.9969871,
2637801,40.6776,-73.93504,Brooklyn Bridge,40.70632546,-73.9969871,
2638353,40.70758,-74.00799,Brooklyn Bridge,40.70632546,-73.9969871,
2640562,40.66182,-73.95338,Brooklyn Bridge,40.70632546,-73.9969871,
2641667,40.67629,-73.97654,Brooklyn Bridge,40.70632546,-73.9969871,
2644429,40.77084,-73.95811,Brooklyn Bridge,40.70632546,-73.9969871,
2644981,40.72716,-73.94971,Brooklyn Bridge,40.70632546,-73.9969871,
2646085,40.76135,-73.91571,Brooklyn Bridge,40.70632546,-73.9969871,
2647190,40.76081,-73.93163,Brooklyn Bridge,40.70632546,-73.9969871,
2648847,40.70911,-73.99685,Brooklyn Bridge,40.70632546,-73.9969871,
2649399,40.82138,-73.87603,Brooklyn Bridge,40.70632546,-73.9969871,
2652161,40.78031,-73.94653,Brooklyn Bridge,40.70632546,-73.9969871,
2657684,40.80012,-73.94087,Brooklyn Bridge,40.70632546,-73.9969871,
2658788,40.77219,-73.95073,Brooklyn Bridge,40.70632546,-73.9969871,
2660998,40.78952,-73.98097,Brooklyn Bridge,40.70632546,-73.9969871,
2662654,40.77648,-73.96126,Brooklyn Bridge,40.70632546,-73.9969871,
2664864,40.72714,-73.98397,Brooklyn Bridge,40.70632546,-73.9969871,
2667625,40.74244,-73.91676,Brooklyn Bridge,40.70632546,-73.9969871,
2670387,40.80266,-73.94728,Brooklyn Bridge,40.70632546,-73.9969871,
2674805,40.71284,-73.93965,Brooklyn Bridge,40.70632546,-73.9969871,
2676462,40.69169,-73.9603,Brooklyn Bridge,40.70632546,-73.9969871,
2677014,40.70818,-73.92202,Brooklyn Bridge,40.70632546,-73.9969871,
2681433,40.78277,-73.95164,Brooklyn Bridge,40.70632546,-73.9969871,
2682537,40.77631,-73.97953,Brooklyn Bridge,40.70632546,-73.9969871,
2683642,40.70683,-73.95375,Brooklyn Bridge,40.70632546,-73.9969871,
2700763,40.69048,-73.92193,Brooklyn Bridge,40.70632546,-73.9969871,
2702972,40.71618,-73.94189,Brooklyn Bridge,40.70632546,-73.9969871,
2703525,40.69493,-73.94161,Brooklyn Bridge,40.70632546,-73.9969871,
2708495,40.73285,-73.98245,Brooklyn Bridge,40.70632546,-73.9969871,
2711257,40.71216,-73.96274,Brooklyn Bridge,40.70632546,-73.9969871,
2714571,40.73196,-73.97932,Brooklyn Bridge,40.70632546,-73.9969871,
2717332,40.68674,-73.95392,Brooklyn Bridge,40.70632546,-73.9969871,
2718437,40.7525,-73.96492,Brooklyn Bridge,40.70632546,-73.9969871,
2720094,40.70714,-73.9216,Brooklyn Bridge,40.70632546,-73.9969871,
2720646,40.64469,-73.9469,Brooklyn Bridge,40.70632546,-73.9969871,
2721198,40.72369,-73.9753,Brooklyn Bridge,40.70632546,-73.9969871,
2723407,40.67522,-73.99978,Brooklyn Bridge,40.70632546,-73.9969871,
2723960,40.68489,-73.95473,Brooklyn Bridge,40.70632546,-73.9969871,
2725064,40.69322,-73.94581,Brooklyn Bridge,40.70632546,-73.9969871,
2725617,40.6889,-73.92469,Brooklyn Bridge,40.70632546,-73.9969871,
2726721,40.82597,-73.95102,Brooklyn Bridge,40.70632546,-73.9969871,
2727826,40.76254,-73.98712,Brooklyn Bridge,40.70632546,-73.9969871,
2729483,40.76906,-73.9517,Brooklyn Bridge,40.70632546,-73.9969871,
2730035,40.72394,-73.98941,Brooklyn Bridge,40.70632546,-73.9969871,
2730587,40.84278,-73.93725,Brooklyn Bridge,40.70632546,-73.9969871,
2732244,40.68864,-73.94166,Brooklyn Bridge,40.70632546,-73.9969871,
2732797,40.75562,-73.99736,Brooklyn Bridge,40.70632546,-73.9969871,
2733349,40.77585,-73.95566,Brooklyn Bridge,40.70632546,-73.9969871,
2733901,40.71338,-73.96833,Brooklyn Bridge,40.70632546,-73.9969871,
2735006,40.74386,-74.00106,Brooklyn Bridge,40.70632546,-73.9969871,
2735558,40.7582,-73.96692,Brooklyn Bridge,40.70632546,-73.9969871,
2736663,40.68283,-73.99813,Brooklyn Bridge,40.70632546,-73.9969871,
2738320,40.74599,-73.99775,Brooklyn Bridge,40.70632546,-73.9969871,
2739424,40.67593,-73.95885,Brooklyn Bridge,40.70632546,-73.9969871,
2741633,40.7789,-73.95311,Brooklyn Bridge,40.70632546,-73.9969871,
2742738,40.72934,-74.00075,Brooklyn Bridge,40.70632546,-73.9969871,
2743843,40.71216,-73.96615,Brooklyn Bridge,40.70632546,-73.9969871,
2744395,40.68413,-73.92693,Brooklyn Bridge,40.70632546,-73.9969871,
2745499,40.71394,-73.94193,Brooklyn Bridge,40.70632546,-73.9969871,
2747156,40.64448,-73.89222,Brooklyn Bridge,40.70632546,-73.9969871,
2748261,40.76296,-73.98641,Brooklyn Bridge,40.70632546,-73.9969871,
2749918,40.64674,-73.89501,Brooklyn Bridge,40.70632546,-73.9969871,
2750470,40.75406,-73.99376,Brooklyn Bridge,40.70632546,-73.9969871,
2752127,40.70565,-73.92254,Brooklyn Bridge,40.70632546,-73.9969871,
2753232,40.75066,-74.00377,Brooklyn Bridge,40.70632546,-73.9969871,
2754336,40.68442,-73.95639,Brooklyn Bridge,40.70632546,-73.9969871,
2754889,40.69181,-73.95366,Brooklyn Bridge,40.70632546,-73.9969871,
2756545,40.76981,-73.95812,Brooklyn Bridge,40.70632546,-73.9969871,
2757098,40.72587,-73.94122,Brooklyn Bridge,40.70632546,-73.9969871,
2757650,40.72749,-73.94201,Brooklyn Bridge,40.70632546,-73.9969871,
2758202,40.75463,-73.97062,Brooklyn Bridge,40.70632546,-73.9969871,
2761516,40.6406,-73.96195,Brooklyn Bridge,40.70632546,-73.9969871,
2762068,40.73673,-73.92526,Brooklyn Bridge,40.70632546,-73.9969871,
2763173,40.71351,-73.94316,Brooklyn Bridge,40.70632546,-73.9969871,
2763725,40.70727,-73.95459,Brooklyn Bridge,40.70632546,-73.9969871,
2764278,40.76019,-73.99586,Brooklyn Bridge,40.70632546,-73.9969871,
2764830,40.70561,-73.92515,Brooklyn Bridge,40.70632546,-73.9969871,
2765382,40.72147,-73.98806,Brooklyn Bridge,40.70632546,-73.9969871,
2765935,40.64913,-73.92525,Brooklyn Bridge,40.70632546,-73.9969871,
2766487,40.72745,-73.98344,Brooklyn Bridge,40.70632546,-73.9969871,
2769248,40.75876,-73.96854,Brooklyn Bridge,40.70632546,-73.9969871,
2769801,40.67801,-73.96106,Brooklyn Bridge,40.70632546,-73.9969871,
2770353,40.68516,-73.97461,Brooklyn Bridge,40.70632546,-73.9969871,
2772010,40.82954,-73.94436,Brooklyn Bridge,40.70632546,-73.9969871,
2772562,40.80029,-73.94294,Brooklyn Bridge,40.70632546,-73.9969871,
2773114,40.76425,-73.90489,Brooklyn Bridge,40.70632546,-73.9969871,
2773667,40.69309,-73.95921,Brooklyn Bridge,40.70632546,-73.9969871,
2774771,40.71477,-73.82012,Brooklyn Bridge,40.70632546,-73.9969871,
2776428,40.67963,-73.9375,Brooklyn Bridge,40.70632546,-73.9969871,
2776981,40.72083,-73.98755,Brooklyn Bridge,40.70632546,-73.9969871,
2778085,40.67689,-73.95878,Brooklyn Bridge,40.70632546,-73.9969871,
2779742,40.71278,-73.94035,Brooklyn Bridge,40.70632546,-73.9969871,
2780847,40.72709,-73.98442,Brooklyn Bridge,40.70632546,-73.9969871,
2785817,40.68492,-73.96669,Brooklyn Bridge,40.70632546,-73.9969871,
2786370,40.73772,-73.98025,Brooklyn Bridge,40.70632546,-73.9969871,
2787474,40.67982,-73.98005,Brooklyn Bridge,40.70632546,-73.9969871,
2788579,40.72373,-73.99118,Brooklyn Bridge,40.70632546,-73.9969871,
2789131,40.75887,-73.99475,Brooklyn Bridge,40.70632546,-73.9969871,
2791340,40.69356,-73.96744,Brooklyn Bridge,40.70632546,-73.9969871,
2791893,40.71972,-73.99299,Brooklyn Bridge,40.70632546,-73.9969871,
2792445,40.73419,-73.95493,Brooklyn Bridge,40.70632546,-73.9969871,
2793550,40.80688,-73.94932,Brooklyn Bridge,40.70632546,-73.9969871,
2795759,40.76247,-73.99225,Brooklyn Bridge,40.70632546,-73.9969871,
2797416,40.72997,-73.98497,Brooklyn Bridge,40.70632546,-73.9969871,
2797968,40.68437,-73.98654,Brooklyn Bridge,40.70632546,-73.9969871,
2798520,40.82024,-73.93799,Brooklyn Bridge,40.70632546,-73.9969871,
2800729,40.79629,-73.94769,Brooklyn Bridge,40.70632546,-73.9969871,
2804043,40.74328,-73.99742,Brooklyn Bridge,40.70632546,-73.9969871,
2805148,40.72575,-73.95231,Brooklyn Bridge,40.70632546,-73.9969871,
2805700,40.70604,-73.94457,Brooklyn Bridge,40.70632546,-73.9969871,
2807357,40.75401,-73.91757,Brooklyn Bridge,40.70632546,-73.9969871,
2808462,40.68508,-73.97393,Brooklyn Bridge,40.70632546,-73.9969871,
2809014,40.76266,-73.91451,Brooklyn Bridge,40.70632546,-73.9969871,
2810119,40.72187,-73.98083,Brooklyn Bridge,40.70632546,-73.9969871,
2810671,40.7281,-73.98671,Brooklyn Bridge,40.70632546,-73.9969871,
2811223,40.74423,-73.97614,Brooklyn Bridge,40.70632546,-73.9969871,
2811775,40.73925,-73.99359,Brooklyn Bridge,40.70632546,-73.9969871,
2812880,40.67475,-73.96385,Brooklyn Bridge,40.70632546,-73.9969871,
2813432,40.80844,-73.92889,Brooklyn Bridge,40.70632546,-73.9969871,
2814537,40.71688,-73.94584,Brooklyn Bridge,40.70632546,-73.9969871,
2815089,40.77924,-73.95405,Brooklyn Bridge,40.70632546,-73.9969871,
2816746,40.72139,-73.99271,Brooklyn Bridge,40.70632546,-73.9969871,
2818403,40.72811,-73.98663,Brooklyn Bridge,40.70632546,-73.9969871,
2820060,40.67694,-73.9813,Brooklyn Bridge,40.70632546,-73.9969871,
2820612,40.71367,-73.95673,Brooklyn Bridge,40.70632546,-73.9969871,
2821165,40.66579,-73.98991,Brooklyn Bridge,40.70632546,-73.9969871,
2822269,40.70022,-73.91441,Brooklyn Bridge,40.70632546,-73.9969871,
2822821,40.76636,-73.98634,Brooklyn Bridge,40.70632546,-73.9969871,
2823374,40.6713,-73.94329,Brooklyn Bridge,40.70632546,-73.9969871,
2823926,40.77021,-73.98721,Brooklyn Bridge,40.70632546,-73.9969871,
2825031,40.72493,-74.00193,Brooklyn Bridge,40.70632546,-73.9969871,
2827792,40.72823,-73.98933,Brooklyn Bridge,40.70632546,-73.9969871,
2828897,40.70608,-73.94269,Brooklyn Bridge,40.70632546,-73.9969871,
2830001,40.7282,-73.98615,Brooklyn Bridge,40.70632546,-73.9969871,
2831658,40.64605,-73.89382,Brooklyn Bridge,40.70632546,-73.9969871,
2834972,40.66362,-73.94926,Brooklyn Bridge,40.70632546,-73.9969871,
2835524,40.79859,-73.96078,Brooklyn Bridge,40.70632546,-73.9969871,
2836077,40.80168,-73.96253,Brooklyn Bridge,40.70632546,-73.9969871,
2839390,40.68248,-73.95149,Brooklyn Bridge,40.70632546,-73.9969871,
2839943,40.73943,-73.87475,Brooklyn Bridge,40.70632546,-73.9969871,
2842152,40.72886,-73.98036,Brooklyn Bridge,40.70632546,-73.9969871,
2843257,40.78813,-73.94495,Brooklyn Bridge,40.70632546,-73.9969871,
2845466,40.76485,-73.98752,Brooklyn Bridge,40.70632546,-73.9969871,
2846018,40.67497,-73.95879,Brooklyn Bridge,40.70632546,-73.9969871,
2846570,40.69025,-73.96704,Brooklyn Bridge,40.70632546,-73.9969871,
2850989,40.76273,-73.95866,Brooklyn Bridge,40.70632546,-73.9969871,
2851541,40.90804,-73.90005,Brooklyn Bridge,40.70632546,-73.9969871,
2852093,40.63524,-73.96602,Brooklyn Bridge,40.70632546,-73.9969871,
2852646,40.71861,-73.94362,Brooklyn Bridge,40.70632546,-73.9969871,
2853198,40.8083,-73.9439,Brooklyn Bridge,40.70632546,-73.9969871,
2853750,40.72778,-74.0086,Brooklyn Bridge,40.70632546,-73.9969871,
2854303,40.80446,-73.96366,Brooklyn Bridge,40.70632546,-73.9969871,
2855407,40.71695,-73.99178,Brooklyn Bridge,40.70632546,-73.9969871,
2855959,40.76542,-73.98081,Brooklyn Bridge,40.70632546,-73.9969871,
